ID,Label,Con_Name
2301,lam Vel,CON IAU Vel
2302,psi Vel,CON IAU Vel
2303,q Vel,CON IAU Vel
2304,mu. Vel,CON IAU Vel
2305,phi Vel,CON IAU Vel
2306,kap Vel,CON IAU Vel
2307,eta Vir,CON IAU Vir
2308,omi Vir,CON IAU Vir
2309,nu. Vir,CON IAU Vir
2310,bet Vir,CON IAU Vir
2311,gam Vir,CON IAU Vir
2312,del Vir,CON IAU Vir
2313,eps Vir,CON IAU Vir
2314,tet Vir,CON IAU Vir
2315,alf Vir,CON IAU Vir
2316,zet Vir,CON IAU Vir
2317,tau Vir,CON IAU Vir
2318,109 Vir,CON IAU Vir
2319,iot Vir,CON IAU Vir
2320,mu. Vir,CON IAU Vir
2321,alf Vol,CON IAU Vol
2322,bet Vol,CON IAU Vol
2323,eps Vol,CON IAU Vol
2324,del Vol,CON IAU Vol
2325,gam02 Vol,CON IAU Vol
2326,alf Vul,CON IAU Vul
2327,13 Vul A,CON IAU Vul
2328,del UMa,CON Iroquois 001
2329,gam UMa,CON Iroquois 001
2330,bet UMa,CON Iroquois 001
2331,alf UMa A,CON Iroquois 001
2332,eps UMa,CON Iroquois 002
2333,zet01 UMa,CON Iroquois 002
2334,eta UMa,CON Iroquois 002
2335,tet CrB,CON Iroquois 004
2336,bet CrB,CON Iroquois 004
2337,alf CrB,CON Iroquois 004
2338,gam CrB A,CON Iroquois 004
2339,del CrB,CON Iroquois 004
2340,eps CrB,CON Iroquois 004
2341,iot CrB,CON Iroquois 004
2342,eps UMa,CON Iroquois 003
2343,zet01 UMa,CON Iroquois 003
2344,eta UMa,CON Iroquois 003
2345,gam UMa,CON Iroquois 003
2346,bet UMa,CON Iroquois 003
2347,alf UMa A,CON Iroquois 003
2348,del UMa,CON Iroquois 003
2349,zet Ori,CON Java 001
2350,eps Ori,CON Java 001
2351,del Ori,CON Java 001
2352,sig Ori,CON Java 001
2353,tet01 Ori C,CON Java 001
2354,iot Ori,CON Java 001
2355,kap Ori,CON Java 001
2356,bet Ori,CON Java 001
2357,bet Cen,CON Java 002
2358,alf Cen A,CON Java 002
2359,alf01 Cru,CON Java 003
2360,bet Cru,CON Java 003
2361,gam Cru,CON Java 003
2362,del Cru,CON Java 003
2363,bet Tau,CON Kalina 004
2364,iot Aur,CON Kalina 004
2365,eps Aur,CON Kalina 004
2366,alf Aur,CON Kalina 004
2367,HD  33167,CON Kalina 004
2368,58 Per,CON Kalina 004
2369,zet Per,CON Kalina 004
2370,omi Per,CON Kalina 004
2371,16 Per,CON Kalina 004
2372,phi Per,CON Kalina 004
2373,eta Cas,CON Kalina 004
2374,alf Cas,CON Kalina 004
2375,phi And,CON Kalina 004
2376,bet And,CON Kalina 004
2377,pi. And,CON Kalina 004
2378,HD 224635,CON Kalina 004
2379,14 And,CON Kalina 004
2380,tet And,CON Kalina 004
2381,mu. And,CON Kalina 004
2382,zet Cas,CON Kalina 004
2383,bet Cas,CON Kalina 004
2384,gam Cas,CON Kalina 004
2385,del Cas,CON Kalina 004
2386,chi Cas,CON Kalina 004
2387,bet Per,CON Kalina 004
2388,alf Per,CON Kalina 004
2389,mu. Per,CON Kalina 004
2390,9 Aur,CON Kalina 004
2391,bet Aur,CON Kalina 004
2392,nu. Aur,CON Kalina 004
2393,rho Aur,CON Kalina 004
2394,mu. Aur,CON Kalina 004
2395,alf Boo,CON Kalina 005
2396,eps Boo,CON Kalina 005
2397,sig Boo,CON Kalina 005
2398,del Boo,CON Kalina 005
2399,tet CrB,CON Kalina 005
2400,bet CrB,CON Kalina 005
2401,alf CrB,CON Kalina 005
2402,gam CrB A,CON Kalina 005
2403,del CrB,CON Kalina 005
2404,eps CrB,CON Kalina 005
2405,iot CrB,CON Kalina 005
2406,rho CrB,CON Kalina 005
2407,7 CrB A,CON Kalina 005
2408,mu.01 Boo,CON Kalina 005
2409,chi Her,CON Kalina 005
2410,sig Her,CON Kalina 005
2411,bet Boo,CON Kalina 005
2412,gam Boo,CON Kalina 005
2413,rho Boo,CON Kalina 005
2414,lam Boo,CON Kalina 005
2415,i Boo A,CON Kalina 005
2416,eta CMa,CON Kalina 006
2417,ome CMa,CON Kalina 006
2418,del CMa,CON Kalina 006
2419,omi02 CMa,CON Kalina 006
2420,eps CMa,CON Kalina 006
2421,p Pup,CON Kalina 006
2422,k02 Pup,CON Kalina 006
2423,ksi Pup,CON Kalina 006
2424,rho Pup,CON Kalina 006
2425,alf Tau,CON Kalina 008
2426,tet02 Tau,CON Kalina 008
2427,gam Tau,CON Kalina 008
2428,del Tau,CON Kalina 008
2429,eps Tau,CON Kalina 008
2430,alf Ori,CON Kalina 009
2431,zet Ori,CON Kalina 009
2432,lam Ori,CON Kalina 009
2433,gam Ori,CON Kalina 009
2434,del Ori,CON Kalina 009
2435,bet Ori,CON Kalina 009
2436,eps Ori,CON Kalina 009
2437,alf01 Cru,CON Kalina 010
2438,bet Cru,CON Kalina 010
2439,gam Cru,CON Kalina 010
2440,del Cru,CON Kalina 010
2441,alf Cen A,CON Kalina 011
2442,bet Cen,CON Kalina 011
2443,eps Del,CON Kalina 012
2444,bet Del,CON Kalina 012
2445,alf Del,CON Kalina 012
2446,gam02 Del,CON Kalina 012
2447,del Del,CON Kalina 012
2448,alf UMa,CON Kalina 013
2449,bet UMa,CON Kalina 013
2450,gam UMa,CON Kalina 013
2451,del UMa,CON Kalina 013
2452,eps UMa,CON Kalina 013
2453,zet01 UMa,CON Kalina 013
2454,eta UMa,CON Kalina 013
2455,alf01 Cru,CON Kiche 001
2456,gam Cru,CON Kiche 001
2457,bet Cru,CON Kiche 001
2458,del Cru,CON Kiche 001
2459,sig Sgr,CON Kiche 002
2460,phi Sgr,CON Kiche 002
2461,del Sgr,CON Kiche 002
2462,gam02 Sgr,CON Kiche 002
2463,lam Sgr,CON Kiche 002
2464,eps Sgr,CON Kiche 002
2465,eta Sgr,CON Kiche 002
2466,bet Aql,CON Kiche 003
2467,alf Aql,CON Kiche 003
2468,gam Aql,CON Kiche 003
2469,del Aql,CON Kiche 003
2470,lam Aql,CON Kiche 003
2471,zet Aql,CON Kiche 003
2472,eta Aql,CON Kiche 003
2473,tet Aql,CON Kiche 003
2474,eps Aql,CON Kiche 003
2475,i Aql,CON Kiche 003
2476,alf Gem,CON Kiche 004
2477,bet Gem,CON Kiche 004
2478,del Ori,CON Kiche 005
2479,eps Ori,CON Kiche 005
2480,zet Ori,CON Kiche 005
2481,zet Ori,CON Kiche 006
2482,bet Ori,CON Kiche 006
2483,kap Ori,CON Kiche 006
2484,alf UMa,CON Kiche 007
2485,bet UMa,CON Kiche 007
2486,gam UMa,CON Kiche 007
2487,del UMa,CON Kiche 007
2488,eps UMa,CON Kiche 007
2489,zet01 UMa,CON Kiche 007
2490,eta UMa,CON Kiche 007
2491,alf UMi,CON Kiche 008
2492,del UMi,CON Kiche 008
2493,eps UMi,CON Kiche 008
2494,zet UMi,CON Kiche 008
2495,eta UMi,CON Kiche 008
2496,gam UMi,CON Kiche 008
2497,bet UMi,CON Kiche 008
2498,eta UMa,CON Kolam 002
2499,zet01 UMa,CON Kolam 002
2500,eps UMa,CON Kolam 002
2501,del UMa,CON Kolam 002
2502,alf UMa,CON Kolam 002
2503,bet UMa,CON Kolam 002
2504,gam UMa,CON Kolam 002
2505,del Ori,CON Kolam 003
2506,eps Ori,CON Kolam 003
2507,zet Ori,CON Kolam 003
2508,alf01 Cru,CON Kolam 008
2509,gam Cru,CON Kolam 008
2510,bet Cru,CON Kolam 008
2511,del Cru,CON Kolam 008
2512,alf Cen A,CON Kolam 008
2513,bet Cen,CON Kolam 008
2514,alf Peg,CON Kolam 011
2515,bet Peg,CON Kolam 011
2516,alf And,CON Kolam 011
2517,gam Peg,CON Kolam 011
2518,lam Sco,CON Kolam 015
2519,ups Sco,CON Kolam 015
2520,kap Sco,CON Kolam 015
2521,iot01 Sco,CON Kolam 015
2522,tet Sco,CON Kolam 015
2523,eta Sco,CON Kolam 015
2524,zet02 Sco,CON Kolam 015
2525,mu.01 Sco,CON Kolam 015
2526,eps Sco,CON Kolam 015
2527,tau Sco,CON Kolam 015
2528,alf Sco,CON Kolam 015
2529,sig Sco,CON Kolam 015
2530,del Sco,CON Kolam 015
2531,lam Sco,CON Kolam 016
2532,ups Sco,CON Kolam 016
2533,kap Sco,CON Kolam 016
2534,iot01 Sco,CON Kolam 016
2535,tet Sco,CON Kolam 016
2536,eta Sco,CON Kolam 016
2537,zet02 Sco,CON Kolam 016
2538,mu.01 Sco,CON Kolam 016
2539,eps Sco,CON Kolam 016
2540,tau Sco,CON Kolam 016
2541,alf Sco,CON Kolam 016
2542,sig Sco,CON Kolam 016
2543,c02 Sco,CON Kolam 016
2544,rho Sco,CON Kolam 016
2545,pi. Sco,CON Kolam 016
2546,nu. Sco,CON Kolam 016
2547,bet01 Sco,CON Kolam 016
2548,del Sco,CON Kolam 016
2549,alf Cyg,CON Kolam 018
2550,gam Cyg,CON Kolam 018
2551,bet Cyg A,CON Kolam 018
2552,eta UMa,CON Korku 002
2553,zet01 UMa,CON Korku 002
2554,eps UMa,CON Korku 002
2555,del UMa,CON Korku 002
2556,alf UMa,CON Korku 002
2557,bet UMa,CON Korku 002
2558,gam UMa,CON Korku 002
2559,del Ori,CON Korku 004
2560,eps Ori,CON Korku 004
2561,zet Ori,CON Korku 004
2562,bet Ori,CON Korku 004
2563,kap Ori,CON Korku 004
2564,alf Ori,CON Korku 004
2565,alf Tau,CON Korku 006
2566,eps Tau,CON Korku 006
2567,del Tau,CON Korku 006
2568,gam Tau,CON Korku 006
2569,eta Ori,CON Korku 006
2570,tet02 Tau,CON Korku 006
2571,alf01 Cru,CON Korku 007
2572,gam Cru,CON Korku 007
2573,bet Cru,CON Korku 007
2574,del Cru,CON Korku 007
2575,alf01 Cru,CON Korku 008
2576,gam Cru,CON Korku 008
2577,bet Cru,CON Korku 008
2578,del Cru,CON Korku 008
2579,bet Tau,CON Korku 010
2580,iot Aur,CON Korku 010
2581,eta Aur,CON Korku 010
2582,alf Aur,CON Korku 010
2583,bet Aur,CON Korku 010
2584,tet Aur,CON Korku 010
2585,alf Gem,CON Korku 010
2586,bet Gem,CON Korku 010
2587,alf CMa,CON Korku 017
2588,del CMa,CON Korku 017
2589,eps CMa,CON Korku 017
2590,del UMa,CON Koyukon 001
2591,alf UMa,CON Koyukon 001
2592,bet UMa,CON Koyukon 001
2593,gam UMa,CON Koyukon 001
2594,eps UMa,CON Koyukon 001
2595,zet01 UMa,CON Koyukon 001
2596,eta UMa,CON Koyukon 001
2597,alf UMi,CON Koyukon 002
2598,HD  81817,CON Koyukon 002
2599,pi.02 UMa,CON Koyukon 002
2600,omi UMa,CON Koyukon 002
2601,eta UMa,CON Koyukon 002
2602,zet01 UMa,CON Koyukon 002
2603,eps UMa,CON Koyukon 002
2604,del UMa,CON Koyukon 002
2605,alf UMa,CON Koyukon 002
2606,bet UMa,CON Koyukon 002
2607,gam UMa,CON Koyukon 002
2608,h UMa,CON Koyukon 002
2609,iot UMa,CON Koyukon 002
2610,kap UMa,CON Koyukon 002
2611,alf Lyn,CON Koyukon 002
2612,mu. UMa,CON Koyukon 002
2613,psi UMa,CON Koyukon 002
2614,chi UMa,CON Koyukon 002
2615,bet CVn,CON Koyukon 002
2616,alf02 CVn,CON Koyukon 002
2617,31 Lyn,CON Koyukon 002
2618,eps Leo,CON Koyukon 002
2619,gam01 Leo,CON Koyukon 002
2620,eta UMa,CON Lower Tanana 001
2621,zet01 UMa,CON Lower Tanana 001
2622,eps UMa,CON Lower Tanana 001
2623,del UMa,CON Lower Tanana 001
2624,alf UMa,CON Lower Tanana 001
2625,bet UMa,CON Lower Tanana 001
2626,gam UMa,CON Lower Tanana 001
2627,psi UMa,CON Lower Tanana 001
2628,nu. UMa,CON Lower Tanana 001
2629,ksi UMa,CON Lower Tanana 001
2630,bet Leo,CON Lower Tanana 001
2631,del Leo,CON Lower Tanana 001
2632,tet Leo,CON Lower Tanana 001
2633,iot Leo,CON Lower Tanana 001
2634,lam Dra,CON Lower Tanana 001
2635,kap Dra,CON Lower Tanana 001
2636,bet UMi,CON Lower Tanana 001
2637,gam UMi,CON Lower Tanana 001
2638,zet Dra,CON Lower Tanana 001
2639,bet Dra,CON Lower Tanana 001
2640,gam Dra,CON Lower Tanana 001
2641,31 Lyn,CON Lower Tanana 001
2642,iot UMa,CON Lower Tanana 001
2643,kap UMa,CON Lower Tanana 001
2644,tet UMa,CON Lower Tanana 001
2645,h UMa,CON Lower Tanana 001
2646,omi UMa,CON Lower Tanana 001
2647,del Aur,CON Lower Tanana 001
2648,bet Cam,CON Lower Tanana 001
2649,V BE Cam,CON Lower Tanana 001
2650,eps Cas,CON Lower Tanana 001
2651,gam Cas,CON Lower Tanana 001
2652,bet Cas,CON Lower Tanana 001
2653,alf Cas,CON Lower Tanana 001
2654,eta Cas,CON Lower Tanana 001
2655,zet Cas,CON Lower Tanana 001
2656,tet Cas,CON Lower Tanana 001
2657,bet Gem,CON Lower Tanana 001
2658,gam Cnc,CON Lower Tanana 001
2659,del Cnc,CON Lower Tanana 001
2660,eps Hya,CON Lower Tanana 001
2661,del Hya,CON Lower Tanana 001
2662,eta Hya,CON Lower Tanana 001
2663,rho Hya,CON Lower Tanana 001
2664,zet Hya,CON Lower Tanana 001
2665,sig Hya,CON Lower Tanana 001
2666,alf Hya,CON Lower Tanana 001
2667,bet Cnc,CON Lower Tanana 001
2668,lam Gem,CON Lower Tanana 001
2669,alf Gem,CON Lower Tanana 001
2670,iot Cnc,CON Lower Tanana 001
2671,alf Lyn,CON Lower Tanana 001
2672,38 Lyn,CON Lower Tanana 001
2673,10 UMa,CON Lower Tanana 001
2674,eta Tau,CON Lower Tanana 001
2675,zet Tau,CON Lower Tanana 001
2676,eta Gem,CON Lower Tanana 001
2677,mu. Gem,CON Lower Tanana 001
2678,nu. Gem,CON Lower Tanana 001
2679,21 Lyn,CON Lower Tanana 001
2680,psi02 Aur,CON Lower Tanana 001
2681,psi04 Aur,CON Lower Tanana 001
2682,psi05 Aur,CON Lower Tanana 001
2683,psi07 Aur,CON Lower Tanana 001
2684,psi10 Aur,CON Lower Tanana 001
2685,iot Aur,CON Lower Tanana 001
2686,bet Tau,CON Lower Tanana 001
2687,bet Cen,CON Madura 001
2688,alf Cen A,CON Madura 001
2689,alf Car,CON Madura 002
2690,alf Aur,CON Madura 002
2691,alf01 Cru,CON Madura 003
2692,bet Cru,CON Madura 003
2693,gam Cru,CON Madura 003
2694,del Cru,CON Madura 003
2695,gam Ori,CON Madura 004
2696,del Ori,CON Madura 004
2697,eps Ori,CON Madura 004
2698,zet Ori,CON Madura 004
2699,kap Ori,CON Madura 004
2700,bet Ori,CON Madura 004
2701,eps CrA,CON Madura 005
2702,gam CrA,CON Madura 005
2703,alf CrA,CON Madura 005
2704,bet CrA,CON Madura 005
2705,del CrA,CON Madura 005
2706,zet CrA,CON Madura 005
2707,alf Lyr,CON Madura 006
2708,alf Aql,CON Madura 006
2709,alf Cyg,CON Madura 006
2710,bet Ori,CON Malay 001
2711,del Ori,CON Malay 001
2712,eps Ori,CON Malay 001
2713,zet Ori,CON Malay 001
2714,alf01 Cru,CON Malay 002
2715,bet Cru,CON Malay 002
2716,gam Cru,CON Malay 002
2717,del Cru,CON Malay 002
2718,eta UMa,CON Malay 003
2719,zet01 UMa,CON Malay 003
2720,eps UMa,CON Malay 003
2721,del UMa,CON Malay 003
2722,alf UMa,CON Malay 003
2723,alf UMi,CON Malay 003
2724,del UMi,CON Malay 003
2725,eps UMi,CON Malay 003
2726,zet UMi,CON Malay 003
2727,bet UMi,CON Malay 003
2728,del Cen,CON Mandar 001
2729,gam Cru,CON Mandar 001
2730,del Cru,CON Mandar 001
2731,alf01 Cru,CON Mandar 001
2732,bet Cru,CON Mandar 001
2733,bet Cen,CON Mandar 006
2734,alf Cen A,CON Mandar 006
2735,G Sco,CON Mandar 002
2736,lam Sco,CON Mandar 002
2737,ups Sco,CON Mandar 002
2738,kap Sco,CON Mandar 002
2739,iot01 Sco,CON Mandar 002
2740,tet Sco,CON Mandar 002
2741,alf Ara,CON Mandar 002
2742,bet Ara,CON Mandar 002
2743,tet Ara,CON Mandar 002
2744,alf Tel,CON Mandar 002
2745,eps Sgr,CON Mandar 002
2746,del Sgr,CON Mandar 002
2747,sig Sgr,CON Mandar 002
2748,phi Sgr,CON Mandar 002
2749,lam Sgr,CON Mandar 002
2750,mu. Sgr,CON Mandar 002
2751,gam02 Sgr,CON Mandar 002
2752,bet01 Sco,CON Mandar 003
2753,rho Sco,CON Mandar 003
2754,sig Sco,CON Mandar 003
2755,alf Sco,CON Mandar 003
2756,tau Sco,CON Mandar 003
2757,eps Sco,CON Mandar 003
2758,mu.01 Sco,CON Mandar 003
2759,zet02 Sco,CON Mandar 003
2760,del Sco,CON Mandar 003
2761,pi. Sco,CON Mandar 003
2762,bet UMa,CON Mandar 004
2763,alf UMa,CON Mandar 004
2764,lam Dra,CON Mandar 004
2765,kap Dra,CON Mandar 004
2766,alf Dra,CON Mandar 004
2767,tet Boo,CON Mandar 004
2768,gam UMa,CON Mandar 004
2769,del UMa,CON Mandar 004
2770,eps UMa,CON Mandar 004
2771,zet01 UMa,CON Mandar 004
2772,eta UMa,CON Mandar 004
2773,zet Ori,CON Mandar 005
2774,eps Ori,CON Mandar 005
2775,del Ori,CON Mandar 005
2776,pi.03 Ori,CON Mandar 005
2777,pi.04 Ori,CON Mandar 005
2778,pi.05 Ori,CON Mandar 005
2779,eta UMa,CON Maricopa 001
2780,zet01 UMa,CON Maricopa 001
2781,eps UMa,CON Maricopa 001
2782,del UMa,CON Maricopa 001
2783,gam UMa,CON Maricopa 001
2784,bet UMa,CON Maricopa 001
2785,alf UMa,CON Maricopa 001
2786,alf UMi,CON Maricopa 001
2787,zet Ori,CON Maricopa 002
2788,eps Ori,CON Maricopa 002
2789,del Ori,CON Maricopa 002
2790,bet Aql,CON Maricopa 003
2791,alf Aql,CON Maricopa 003
2792,gam Aql,CON Maricopa 003
2793,eps Cas,CON Maricopa 004
2794,del Cas,CON Maricopa 004
2795,gam Cas,CON Maricopa 004
2796,alf Cas,CON Maricopa 004
2797,bet Cas,CON Maricopa 004
2798,tet CrB,CON Maricopa 005
2799,bet CrB,CON Maricopa 005
2800,alf CrB,CON Maricopa 005
2801,gam CrB A,CON Maricopa 005
2802,del CrB,CON Maricopa 005
2803,eps CrB,CON Maricopa 005
2804,phi Sgr,CON Maricopa 006
2805,sig Sgr,CON Maricopa 006
2806,tau Sgr,CON Maricopa 006
2807,zet Sgr,CON Maricopa 006
2808,lam Sgr,CON Maricopa 006
2809,mu. Sgr,CON Maricopa 006
2810,del Boo,CON Mikmaq 001
2811,tet CrB,CON Mikmaq 001
2812,bet CrB,CON Mikmaq 001
2813,alf CrB,CON Mikmaq 001
2814,gam CrB A,CON Mikmaq 001
2815,del CrB,CON Mikmaq 001
2816,eps CrB,CON Mikmaq 001
2817,iot CrB,CON Mikmaq 001
2818,rho CrB,CON Mikmaq 001
2819,kap CrB,CON Mikmaq 001
2820,7 CrB A,CON Mikmaq 001
2821,mu.01 Boo,CON Mikmaq 001
2822,del UMa,CON Mikmaq 002
2823,gam UMa,CON Mikmaq 002
2824,bet UMa,CON Mikmaq 002
2825,alf UMa A,CON Mikmaq 002
2826,eps UMa,CON Mikmaq 003
2827,zet01 UMa,CON Mikmaq 003
2828,eta UMa,CON Mikmaq 003
2829,gam Boo,CON Mikmaq 003
2830,eps Boo,CON Mikmaq 003
2831,alf Boo,CON Mikmaq 003
2832,eta Boo,CON Mikmaq 003
2833,gam UMi,CON Mikmaq 004
2834,bet UMi,CON Mikmaq 004
2835,4 UMi,CON Mikmaq 004
2836,tet CrB,CON Mocovi 001
2837,bet CrB,CON Mocovi 001
2838,alf CrB,CON Mocovi 001
2839,gam CrB A,CON Mocovi 001
2840,del CrB,CON Mocovi 001
2841,eps CrB,CON Mocovi 001
2842,iot CrB,CON Mocovi 001
2843,del Ori,CON Mocovi 002
2844,eps Ori,CON Mocovi 002
2845,zet Ori,CON Mocovi 002
2846,kap Vel,CON Mocovi 003
2847,del Vel,CON Mocovi 003
2848,eps Car,CON Mocovi 003
2849,iot Car,CON Mocovi 003
2850,ksi02 Sgr,CON Mocovi 004
2851,omi Sgr,CON Mocovi 004
2852,pi. Sgr,CON Mocovi 004
2853,rho01 Sgr,CON Mocovi 004
2854,ups Sgr,CON Mocovi 004
2855,zet Sgr,CON Mocovi 005
2856,tau Sgr,CON Mocovi 005
2857,sig Sgr,CON Mocovi 005
2858,phi Sgr,CON Mocovi 005
2859,ups Sco,CON Mocovi 006
2860,lam Sco,CON Mocovi 006
2861,zet01 Sco,CON Mocovi 007
2862,zet02 Sco,CON Mocovi 007
2863,alf Cen A,CON Mocovi 008
2864,bet Cen,CON Mocovi 008
2865,alf01 Cru,CON Mocovi 009
2866,gam Cru,CON Mocovi 009
2867,bet Cru,CON Mocovi 009
2868,del Cru,CON Mocovi 009
2869,alf Tau,CON Mocovi 010
2870,tet02 Tau,CON Mocovi 010
2871,gam Tau,CON Mocovi 010
2872,del Tau,CON Mocovi 010
2873,eps Tau,CON Mocovi 010
2874,tet Cap,CON Mocovi 011
2875,eta Cap,CON Mocovi 011
2876,chi Cap,CON Mocovi 011
2877,phi Cap,CON Mocovi 011
2878,zet Cap,CON Mocovi 012
2879,b Cap,CON Mocovi 012
2880,eps Cap,CON Mocovi 012
2881,del Cap,CON Mocovi 012
2882,gam Cap,CON Mocovi 012
2883,iot Cap,CON Mocovi 012
2884,eta UMa,CON Nicobars 001
2885,zet01 UMa,CON Nicobars 001
2886,eps UMa,CON Nicobars 001
2887,del UMa,CON Nicobars 001
2888,alf UMa,CON Nicobars 001
2889,bet UMa,CON Nicobars 001
2890,gam UMa,CON Nicobars 001
2891,alf01 Cru,CON Nicobars 002
2892,gam Cru,CON Nicobars 002
2893,bet Cru,CON Nicobars 002
2894,del Cru,CON Nicobars 002
2895,del Ori,CON Nicobars 003
2896,eps Ori,CON Nicobars 003
2897,zet Ori,CON Nicobars 003
2898,eta UMa,CON Pardhi 002
2899,zet01 UMa,CON Pardhi 002
2900,eps UMa,CON Pardhi 002
2901,del UMa,CON Pardhi 002
2902,alf UMa,CON Pardhi 002
2903,bet UMa,CON Pardhi 002
2904,gam UMa,CON Pardhi 002
2905,del Ori,CON Pardhi 003
2906,eps Ori,CON Pardhi 003
2907,zet Ori,CON Pardhi 003
2908,alf Tau,CON Pardhi 005
2909,tet02 Tau,CON Pardhi 005
2910,gam Tau,CON Pardhi 005
2911,del Tau,CON Pardhi 005
2912,del03 Tau,CON Pardhi 005
2913,eps Tau,CON Pardhi 005
2914,lam Tau,CON Pardhi 005
2915,lam Sco,CON Pardhi 015
2916,ups Sco,CON Pardhi 015
2917,kap Sco,CON Pardhi 015
2918,iot01 Sco,CON Pardhi 015
2919,tet Sco,CON Pardhi 015
2920,eta Sco,CON Pardhi 015
2921,zet02 Sco,CON Pardhi 015
2922,mu.01 Sco,CON Pardhi 015
2923,eps Sco,CON Pardhi 015
2924,tau Sco,CON Pardhi 015
2925,alf Sco,CON Pardhi 015
2926,sig Sco,CON Pardhi 015
2927,del Sco,CON Pardhi 015
2928,kap02 Tau,CON Pardhi 019
2929,ups Tau,CON Pardhi 019
2930,del Boo,CON Pawnee 001
2931,eta CrB,CON Pawnee 001
2932,bet CrB,CON Pawnee 001
2933,alf CrB,CON Pawnee 001
2934,gam CrB A,CON Pawnee 001
2935,del CrB,CON Pawnee 001
2936,eps CrB,CON Pawnee 001
2937,iot CrB,CON Pawnee 001
2938,rho CrB,CON Pawnee 001
2939,kap CrB,CON Pawnee 001
2940,7 CrB A,CON Pawnee 001
2941,mu.01 Boo,CON Pawnee 001
2942,eta UMa,CON Pawnee 003
2943,zet01 UMa,CON Pawnee 003
2944,eps UMa,CON Pawnee 003
2945,del UMa,CON Pawnee 003
2946,gam UMa,CON Pawnee 003
2947,bet UMa,CON Pawnee 003
2948,alf UMa,CON Pawnee 003
2949,alf UMi,CON Pawnee 004
2950,del UMi,CON Pawnee 004
2951,eps UMi,CON Pawnee 004
2952,zet UMi,CON Pawnee 004
2953,eta UMi,CON Pawnee 004
2954,gam UMi,CON Pawnee 004
2955,bet UMi,CON Pawnee 004
2956,lam Sco,CON Pawnee 005
2957,ups Sco,CON Pawnee 005
2958,del Sco,CON Pawnee 006
2959,sig Sco,CON Pawnee 006
2960,alf Sco,CON Pawnee 006
2961,tau Sco,CON Pawnee 006
2962,eps Sco,CON Pawnee 006
2963,mu.01 Sco,CON Pawnee 006
2964,zet02 Sco,CON Pawnee 006
2965,eta Sco,CON Pawnee 006
2966,tet Sco,CON Pawnee 006
2967,iot01 Sco,CON Pawnee 006
2968,kap Sco,CON Pawnee 006
2969,bet Cas,CON Pawnee 007
2970,alf Cas,CON Pawnee 007
2971,gam Cas,CON Pawnee 007
2972,del Cas,CON Pawnee 007
2973,eps Cas,CON Pawnee 007
2974,zet Ori,CON Pawnee 008
2975,eps Ori,CON Pawnee 008
2976,del Ori,CON Pawnee 008
2977,alf Cyg,CON Pawnee 009
2978,gam Cyg,CON Pawnee 009
2979,eps Cyg,CON Pawnee 009
2980,bet Cyg A,CON Pawnee 009
2981,del Cyg,CON Pawnee 009
2982,eps Del,CON Pawnee 010
2983,bet Del,CON Pawnee 010
2984,alf Del,CON Pawnee 010
2985,gam02 Del,CON Pawnee 010
2986,del Del,CON Pawnee 010
2987,zet Tau,CON Pawnee 011
2988,alf Tau,CON Pawnee 011
2989,tet02 Tau,CON Pawnee 011
2990,gam Tau,CON Pawnee 011
2991,del Tau,CON Pawnee 011
2992,eps Tau,CON Pawnee 011
2993,tau Tau,CON Pawnee 011
2994,alf Ori,CON Pawnee 012
2995,gam Ori,CON Pawnee 012
2996,bet Ori,CON Pawnee 012
2997,kap Ori,CON Pawnee 012
2998,eta UMa,CON Romania UMa
2999,zet01 UMa,CON Romania UMa
3000,eps UMa,CON Romania UMa
3001,del UMa,CON Romania UMa
3002,alf UMa,CON Romania UMa
3003,bet UMa,CON Romania UMa
3004,gam UMa,CON Romania UMa
3005,alf Aur,CON Romania C3i
3006,eta Aur,CON Romania C3i
3007,eps Aur,CON Romania C3i
3008,zet Aur,CON Romania C3i
3009,gam Cep,CON Romania Csa
3010,bet Cep,CON Romania Csa
3011,alf Cep,CON Romania Csa
3012,mu. Cep,CON Romania Csa
3013,zet Cep,CON Romania Csa
3014,del Cep,CON Romania Csa
3015,eps Cas,CON Romania Tdz
3016,del Cas,CON Romania Tdz
3017,gam Cas,CON Romania Tdz
3018,kap Cas,CON Romania Tdz
3019,bet Cas,CON Romania Tdz
3020,tet Cas,CON Romania Tdz
3021,alf Cas,CON Romania Tdz
3022,tet CrB,CON Romania Hra
3023,bet CrB,CON Romania Hra
3024,alf CrB,CON Romania Hra
3025,gam CrB A,CON Romania Hra
3026,del CrB,CON Romania Hra
3027,eps CrB,CON Romania Hra
3028,iot CrB,CON Romania Hra
3029,gam Aql,CON Romania Fap
3030,alf Aql,CON Romania Fap
3031,bet Aql,CON Romania Fap
3032,alf Lyr,CON Romania Cio
3033,zet01 Lyr,CON Romania Cio
3034,del02 Lyr,CON Romania Cio
3035,gam Lyr,CON Romania Cio
3036,bet Lyr,CON Romania Cio
3037,gam01 And,CON Romania Jgb
3038,bet And,CON Romania Jgb
3039,del And,CON Romania Jgb
3040,alf And,CON Romania Jgb
3041,bet Peg,CON Romania Jgb
3042,alf Peg,CON Romania Jgb
3043,gam Peg,CON Romania Jgb
3044,alf UMi,CON Romania UMi
3045,del UMi,CON Romania UMi
3046,eps UMi,CON Romania UMi
3047,zet UMi,CON Romania UMi
